Clave de idioma;Plan de cuentas;Cuenta de mayor;Texto breve;Texto explicativo;Texto explicativo
ES;XSON;6502500038;Vtas.Publicidad Mobi;Vtas.Publicidad Mobiles/Italia;VTAS.PUBLICIDAD MOBILES/I
ES;XSON;6502500041;Vtas.Publicidad Mobi;Vtas.Publicidad Mobiles/Korea;VTAS.PUBLICIDAD MOBILES/K
ES;XSON;6502500042;Vtas.Publicidad Mobi;Vtas.Publicidad Mobiles/Israel;VTAS.PUBLICIDAD MOBILES/I
ES;XSON;6502500043;Vtas.Publicidad Mobi;Vtas.Publicidad Mobiles/Rusia;VTAS.PUBLICIDAD MOBILES/R
ES;XSON;6502500044;Vtas.Publicidad Mobi;Vtas.Publicidad Mobiles/Rep.Checa;VTAS.PUBLICIDAD MOBILES/R
ES;XSON;6502500045;Vtas.Publicidad Mobi;Vtas.Publicidad Mobiles/US Virgin Island;VTAS.PUBLICIDAD MOBILES/U
ES;XSON;6502500046;Vtas.Publicidad Mobi;Vtas.Publicidad Mobiles/Eslovenia;VTAS.PUBLICIDAD MOBILES/E
ES;XSON;6502500047;Vtas.Publicidad Mobi;Vtas.Publicidad Mobiles/Hungria;VTAS.PUBLICIDAD MOBILES/H
ES;XSON;6502500048;Vtas.Publicidad Mobi;Vtas.Publicidad Mobiles/Rumania;VTAS.PUBLICIDAD MOBILES/R
ES;XSON;6502500049;Vtas.Publicidad Mobi;Vtas.Publicidad Mobiles/Tailandia;VTAS.PUBLICIDAD MOBILES/T
ES;XSON;6502500050;Vtas.Publicidad Mobi;Vtas.Publicidad Mobiles/Chipre;VTAS.PUBLICIDAD MOBILES/C
ES;XSON;6502500051;Vtas.Publicidad Mobi;Vtas.Publicidad Mobiles/Bulgaria;VTAS.PUBLICIDAD MOBILES/B
ES;XSON;6502500052;Vtas.Publicidad Mobi;Vtas.Publicidad Mobiles/Trinidad;VTAS.PUBLICIDAD MOBILES/T
ES;XSON;6502500053;Vtas.Publicidad Mobi;Vtas.Publicidad Mobiles/Grecia;VTAS.PUBLICIDAD MOBILES/G
ES;XSON;6502500099;Vtas.Publicidad Mobi;Vtas.Publicidad Mobiles/Other;VTAS.PUBLICIDAD MOBILES/O
ES;XSON;6502595000;Axi-Ventas publicida;Axi-Ventas publicidad mobiles;AXI-VENTAS PUBLICIDAD MOB
ES;XSON;6503000001;Vtas.Publ.Cable Info;Vtas.Publ.Cable Infocomerciales/Argentina;VTAS.PUBL.CABLE INFOCOMER
ES;XSON;6503000002;Vtas.Publ.Cable Info;Vtas.Publ.Cable Infocomerciales/Chile;VTAS.PUBL.CABLE INFOCOMER
ES;XSON;6503000003;Vtas.Publ.Cable Info;Vtas.Publ.Cable Infocomerciales/Uruguay;VTAS.PUBL.CABLE INFOCOMER
ES;XSON;6503000004;Vtas.Publ.Cable Info;Vtas.Publ.Cable Infocomerciales/Paraguay;VTAS.PUBL.CABLE INFOCOMER
ES;XSON;6503000005;Vtas.Publ.Cable Info;Vtas.Publ.Cable Infocomerciales/Bolivia;VTAS.PUBL.CABLE INFOCOMER
ES;XSON;6503000006;Vtas.Publ.Cable Info;Vtas.Publ.Cable Infocomerciales/Brasil;VTAS.PUBL.CABLE INFOCOMER
ES;XSON;6503000007;Vtas.Publ.Cable Info;Vtas.Publ.Cable Infocomerciales/Mexico;VTAS.PUBL.CABLE INFOCOMER
ES;XSON;6503000008;Vtas.Publ.Cable Info;Vtas.Publ.Cable Infocomerciales/Ecuador;VTAS.PUBL.CABLE INFOCOMER
ES;XSON;6503000009;Vtas.Publ.Cable Info;Vtas.Publ.Cable Infocomerciales/Peru;VTAS.PUBL.CABLE INFOCOMER
ES;XSON;6503000010;Vtas.Publ.Cable Info;Vtas.Publ.Cable Infocomerciales/Colombia;VTAS.PUBL.CABLE INFOCOMER
ES;XSON;6503000011;Vtas.Publ.Cable Info;Vtas.Publ.Cable Infocomerciales/Venezuela;VTAS.PUBL.CABLE INFOCOMER
ES;XSON;6503000012;Vtas.Publ.Cable Info;Vtas.Publ.Cable Infocomerciales/Panama;VTAS.PUBL.CABLE INFOCOMER
ES;XSON;6503000013;Vtas.Publ.Cable Info;Vtas.Publ.Cable Infocomerciales/Nicaragua;VTAS.PUBL.CABLE INFOCOMER
ES;XSON;6503000014;Vtas.Publ.Cable Info;Vtas.Publ.Cable Infocomerciales/Guatemala;VTAS.PUBL.CABLE INFOCOMER
ES;XSON;6503000015;Vtas.Publ.Cable Info;Vtas.Publ.Cable Infocomerciales/El Salvador;VTAS.PUBL.CABLE INFOCOMER
ES;XSON;6503000016;Vtas.Publ.Cable Info;Vtas.Publ.Cable Infocomerciales/Costa Rica;VTAS.PUBL.CABLE INFOCOMER
ES;XSON;6503000017;Vtas.Publ.Cable Info;Vtas.Publ.Cable Infocomerciales/Honduras;VTAS.PUBL.CABLE INFOCOMER
ES;XSON;6503000018;Vtas.Publ.Cable Info;Vtas.Publ.Cable Infocomerciales/E.E.U.U.;VTAS.PUBL.CABLE INFOCOMER
ES;XSON;6503000019;Vtas.Publ.Cable Info;Vtas.Publ.Cable Infocomerciales/Espa§a;VTAS.PUBL.CABLE INFOCOMER
ES;XSON;6503000020;Vtas.Publ.Cable Info;Vtas.Publ.Cable Infocomerciales/Francia;VTAS.PUBL.CABLE INFOCOMER
ES;XSON;6503000021;Vtas.Publ.Cable Info;Vtas.Publ.Cable Infocomerciales/Inglaterra;VTAS.PUBL.CABLE INFOCOMER
ES;XSON;6503000022;Vtas.Publ.Cable Info;Vtas.Publ.Cable Infocomerciales/Japon;VTAS.PUBL.CABLE INFOCOMER
ES;XSON;6503000023;Vtas.Publ.Cable Info;Vtas.Publ.Cable Infocomerciales/Australia;VTAS.PUBL.CABLE INFOCOMER
ES;XSON;6503000024;Vtas.Publ.Cable Info;Vtas.Publ.Cable Infocomerciales/Puerto Rico;VTAS.PUBL.CABLE INFOCOMER
ES;XSON;6503000025;Vtas.Publ.Cable Info;Vtas.Publ.Cable Infocomerciales/Caribe;VTAS.PUBL.CABLE INFOCOMER
ES;XSON;6503000026;Vtas.Publ.Cable Info;Vtas.Publ.Cable Infocomerciales/Rep.Dominicana;VTAS.PUBL.CABLE INFOCOMER
ES;XSON;6503000027;Vtas.Publ.Cable Info;Vtas.Publ.Cable Infocomerciales/British Virgin;VTAS.PUBL.CABLE INFOCOMER
ES;XSON;6503000030;Vtas.Publ.Cable Info;Vtas.Publ.Cable Infocomerciales/Portugal;VTAS.PUBL.CABLE INFOCOMER
ES;XSON;6503000031;Vtas.Publ.Cable Info;Vtas.Publ.Cable Infocomerciales/Aruba;VTAS.PUBL.CABLE INFOCOMER
ES;XSON;6503000032;Vtas.Publ.Cable Info;Vtas.Publ.Cable Infocomerciales/Belgica;VTAS.PUBL.CABLE INFOCOMER
ES;XSON;6503000033;Vtas.Publ.Cable Info;Vtas.Publ.Cable Infocomerciales/Curacao;VTAS.PUBL.CABLE INFOCOMER
ES;XSON;6503000035;Vtas.Publ.Cable Info;Vtas.Publ.Cable Infocomerciales/Ant.Holandesas;VTAS.PUBL.CABLE INFOCOMER
ES;XSON;6503000036;Vtas.Publ.Cable Info;Vtas.Publ.Cable Infocomerciales/Jamaica;VTAS.PUBL.CABLE INFOCOMER
ES;XSON;6503000037;Vtas.Publ.Cable Info;Vtas.Publ.Cable Infocomerciales/Bahamas;VTAS.PUBL.CABLE INFOCOMER
ES;XSON;6503000038;Vtas.Publ.Cable Info;Vtas.Publ.Cable Infocomerciales/Italia;VTAS.PUBL.CABLE INFOCOMER
ES;XSON;6503000041;Vtas.Publ.Cable Info;Vtas.Publ.Cable Infocomerciales/Korea;VTAS.PUBL.CABLE INFOCOMER
ES;XSON;6503000042;Vtas.Publ.Cable Info;Vtas.Publ.Cable Infocomerciales/Israel;VTAS.PUBL.CABLE INFOCOMER
ES;XSON;6503000043;Vtas.Publ.Cable Info;Vtas.Publ.Cable Infocomerciales/Rusia;VTAS.PUBL.CABLE INFOCOMER
ES;XSON;6503000044;Vtas.Publ.Cable Info;Vtas.Publ.Cable Infocomerciales/Rep.Checa;VTAS.PUBL.CABLE INFOCOMER
ES;XSON;6503000045;Vtas.Publ.Cable Info;Vtas.Publ.Cable Infocomerciales/US Virgin Island;VTAS.PUBL.CABLE INFOCOMER
ES;XSON;6503000046;Vtas.Publ.Cable Info;Vtas.Publ.Cable Infocomerciales/Eslovenia;VTAS.PUBL.CABLE INFOCOMER
ES;XSON;6503000047;Vtas.Publ.Cable Info;Vtas.Publ.Cable Infocomerciales/Hungria;VTAS.PUBL.CABLE INFOCOMER
ES;XSON;6503000048;Vtas.Publ.Cable Info;Vtas.Publ.Cable Infocomerciales/Rumania;VTAS.PUBL.CABLE INFOCOMER
ES;XSON;6503000049;Vtas.Publ.Cable Info;Vtas.Publ.Cable Infocomerciales/Tailandia;VTAS.PUBL.CABLE INFOCOMER
ES;XSON;6503000050;Vtas.Publ.Cable Info;Vtas.Publ.Cable Infocomerciales/Chipre;VTAS.PUBL.CABLE INFOCOMER
ES;XSON;6503000051;Vtas.Publ.Cable Info;Vtas.Publ.Cable Infocomerciales/Bulgaria;VTAS.PUBL.CABLE INFOCOMER
ES;XSON;6503000052;Vtas.Publ.Cable Info;Vtas.Publ.Cable Infocomerciales/Trinidad;VTAS.PUBL.CABLE INFOCOMER
ES;XSON;6503000053;Vtas.Publ.Cable Info;Vtas.Publ.Cable Infocomerciales/Grecia;VTAS.PUBL.CABLE INFOCOMER
ES;XSON;6503000099;Vtas.Publ.Cable Info;Vtas.Publ.Cable Infocomerciales/Other;VTAS.PUBL.CABLE INFOCOMER
ES;XSON;6503095000;Axi-Vtas publicidad;Axi-Vtas publicidad cable infocomerciales;AXI-VTAS PUBLICIDAD CABLE
ES;XSON;6508000001;Costo Se§ales Repr.P;Costo Se§ales Repr.Publ./Argentina;COSTO SE•ALES REPR.PUBL./
ES;XSON;6508000002;Costo Se§ales Repr.P;Costo Se§ales Repr.Publ./Chile;COSTO SE•ALES REPR.PUBL./
ES;XSON;6508000003;Costo Se§ales Repr.P;Costo Se§ales Repr.Publ./Uruguay;COSTO SE•ALES REPR.PUBL./
ES;XSON;6508000004;Costo Se§ales Repr.P;Costo Se§ales Repr.Publ./Paraguay;COSTO SE•ALES REPR.PUBL./
ES;XSON;6508000005;Costo Se§ales Repr.P;Costo Se§ales Repr.Publ./Bolivia;COSTO SE•ALES REPR.PUBL./
ES;XSON;6508000006;Costo Se§ales Repr.P;Costo Se§ales Repr.Publ./Brasil;COSTO SE•ALES REPR.PUBL./
ES;XSON;6508000007;Costo Se§ales Repr.P;Costo Se§ales Repr.Publ./Mexico;COSTO SE•ALES REPR.PUBL./
ES;XSON;6508000008;Costo Se§ales Repr.P;Costo Se§ales Repr.Publ./Ecuador;COSTO SE•ALES REPR.PUBL./
ES;XSON;6508000009;Costo Se§ales Repr.P;Costo Se§ales Repr.Publ./Peru;COSTO SE•ALES REPR.PUBL./
ES;XSON;6508000010;Costo Se§ales Repr.P;Costo Se§ales Repr.Publ./Colombia;COSTO SE•ALES REPR.PUBL./
ES;XSON;6508000011;Costo Se§ales Repr.P;Costo Se§ales Repr.Publ./Venezuela;COSTO SE•ALES REPR.PUBL./
ES;XSON;6508000012;Costo Se§ales Repr.P;Costo Se§ales Repr.Publ./Panama;COSTO SE•ALES REPR.PUBL./
ES;XSON;6508000013;Costo Se§ales Repr.P;Costo Se§ales Repr.Publ./Nicaragua;COSTO SE•ALES REPR.PUBL./
ES;XSON;6508000014;Costo Se§ales Repr.P;Costo Se§ales Repr.Publ./Guatemala;COSTO SE•ALES REPR.PUBL./
ES;XSON;6508000015;Costo Se§ales Repr.P;Costo Se§ales Repr.Publ./El Salvador;COSTO SE•ALES REPR.PUBL./
ES;XSON;6508000016;Costo Se§ales Repr.P;Costo Se§ales Repr.Publ./Costa Rica;COSTO SE•ALES REPR.PUBL./
ES;XSON;6508000017;Costo Se§ales Repr.P;Costo Se§ales Repr.Publ./Honduras;COSTO SE•ALES REPR.PUBL./
ES;XSON;6508000018;Costo Se§ales Repr.P;Costo Se§ales Repr.Publ./E.E.U.U.;COSTO SE•ALES REPR.PUBL./
ES;XSON;6508000019;Costo Se§ales Repr.P;Costo Se§ales Repr.Publ./Espa§a;COSTO SE•ALES REPR.PUBL./
ES;XSON;6508000020;Costo Se§ales Repr.P;Costo Se§ales Repr.Publ./Francia;COSTO SE•ALES REPR.PUBL./
ES;XSON;6508000021;Costo Se§ales Repr.P;Costo Se§ales Repr.Publ./Inglaterra;COSTO SE•ALES REPR.PUBL./
ES;XSON;6508000022;Costo Se§ales Repr.P;Costo Se§ales Repr.Publ./Japon;COSTO SE•ALES REPR.PUBL./
ES;XSON;6508000023;Costo Se§ales Repr.P;Costo Se§ales Repr.Publ./Australia;COSTO SE•ALES REPR.PUBL./
ES;XSON;6508000024;Costo Se§ales Repr.P;Costo Se§ales Repr.Publ./Puerto Rico;COSTO SE•ALES REPR.PUBL./
ES;XSON;6508000025;Costo Se§ales Repr.P;Costo Se§ales Repr.Publ./Caribe;COSTO SE•ALES REPR.PUBL./
ES;XSON;6508000026;Costo Se§ales Repr.P;Costo Se§ales Repr.Publ./Rep.Dominicana;COSTO SE•ALES REPR.PUBL./
ES;XSON;6508000027;Costo Se§ales Repr.P;Costo Se§ales Repr.Publ./British Virgin;COSTO SE•ALES REPR.PUBL./
ES;XSON;6508000030;Costo Se§ales Repr.P;Costo Se§ales Repr.Publ./Portugal;COSTO SE•ALES REPR.PUBL./
ES;XSON;6508000031;Costo Se§ales Repr.P;Costo Se§ales Repr.Publ./Aruba;COSTO SE•ALES REPR.PUBL./
ES;XSON;6508000032;Costo Se§ales Repr.P;Costo Se§ales Repr.Publ./Belgica;COSTO SE•ALES REPR.PUBL./
ES;XSON;6508000033;Costo Se§ales Repr.P;Costo Se§ales Repr.Publ./Curacao;COSTO SE•ALES REPR.PUBL./
ES;XSON;6508000035;Costo Se§ales Repr.P;Costo Se§ales Repr.Publ./Ant.Holandesas;COSTO SE•ALES REPR.PUBL./
ES;XSON;6508000036;Costo Se§ales Repr.P;Costo Se§ales Repr.Publ./Jamaica;COSTO SE•ALES REPR.PUBL./
ES;XSON;6508000037;Costo Se§ales Repr.P;Costo Se§ales Repr.Publ./Bahamas;COSTO SE•ALES REPR.PUBL./
ES;XSON;6508000038;Costo Se§ales Repr.P;Costo Se§ales Repr.Publ./Italia;COSTO SE•ALES REPR.PUBL./
ES;XSON;6508000041;Costo Se§ales Repr.P;Costo Se§ales Repr.Publ./Korea;COSTO SE•ALES REPR.PUBL./
ES;XSON;6508000042;Costo Se§ales Repr.P;Costo Se§ales Repr.Publ./Israel;COSTO SE•ALES REPR.PUBL./
ES;XSON;6508000043;Costo Se§ales Repr.P;Costo Se§ales Repr.Publ./Rusia;COSTO SE•ALES REPR.PUBL./
ES;XSON;6508000044;Costo Se§ales Repr.P;Costo Se§ales Repr.Publ./Rep.Checa;COSTO SE•ALES REPR.PUBL./
ES;XSON;6508000045;Costo Se§ales Repr.P;Costo Se§ales Repr.Publ./US Virgin Island;COSTO SE•ALES REPR.PUBL./
ES;XSON;6508000046;Costo Se§ales Repr.P;Costo Se§ales Repr.Publ./Eslovenia;COSTO SE•ALES REPR.PUBL./
ES;XSON;6508000047;Costo Se§ales Repr.P;Costo Se§ales Repr.Publ./Hungria;COSTO SE•ALES REPR.PUBL./
ES;XSON;6508000048;Costo Se§ales Repr.P;Costo Se§ales Repr.Publ./Rumania;COSTO SE•ALES REPR.PUBL./
ES;XSON;6508000049;Costo Se§ales Repr.P;Costo Se§ales Repr.Publ./Tailandia;COSTO SE•ALES REPR.PUBL./
ES;XSON;6508000050;Costo Se§ales Repr.P;Costo Se§ales Repr.Publ./Chipre;COSTO SE•ALES REPR.PUBL./
ES;XSON;6508000051;Costo Se§ales Repr.P;Costo Se§ales Repr.Publ./Bulgaria;COSTO SE•ALES REPR.PUBL./
ES;XSON;6508000052;Costo Se§ales Repr.P;Costo Se§ales Repr.Publ./Trinidad;COSTO SE•ALES REPR.PUBL./
ES;XSON;6508000053;Costo Se§ales Repr.P;Costo Se§ales Repr.Publ./Grecia;COSTO SE•ALES REPR.PUBL./
ES;XSON;6508000099;Costo Se§ales Repr.P;Costo Se§ales Repr.Publ./Other;COSTO SE•ALES REPR.PUBL./
ES;XSON;6508001001;CSR Publicidad por F;CSR Publicidad por Fees/Argentina;CSR PUBLICIDAD POR FEES/A
ES;XSON;6508001002;CSR Publicidad por F;CSR Publicidad por Fees/Chile;CSR PUBLICIDAD POR FEES/C
ES;XSON;6508001003;CSR Publicidad por F;CSR Publicidad por Fees/Uruguay;CSR PUBLICIDAD POR FEES/U
ES;XSON;6508001004;CSR Publicidad por F;CSR Publicidad por Fees/Paraguay;CSR PUBLICIDAD POR FEES/P
ES;XSON;6508001005;CSR Publicidad por F;CSR Publicidad por Fees/Bolivia;CSR PUBLICIDAD POR FEES/B
ES;XSON;6508001006;CSR Publicidad por F;CSR Publicidad por Fees/Brasil;CSR PUBLICIDAD POR FEES/B
ES;XSON;6508001007;CSR Publicidad por F;CSR Publicidad por Fees/Mexico;CSR PUBLICIDAD POR FEES/M
ES;XSON;6508001008;CSR Publicidad por F;CSR Publicidad por Fees/Ecuador;CSR PUBLICIDAD POR FEES/E
ES;XSON;6508001009;CSR Publicidad por F;CSR Publicidad por Fees/Peru;CSR PUBLICIDAD POR FEES/P
ES;XSON;6508001010;CSR Publicidad por F;CSR Publicidad por Fees/Colombia;CSR PUBLICIDAD POR FEES/C
ES;XSON;6508001011;CSR Publicidad por F;CSR Publicidad por Fees/Venezuela;CSR PUBLICIDAD POR FEES/V
ES;XSON;6508001012;CSR Publicidad por F;CSR Publicidad por Fees/Panama;CSR PUBLICIDAD POR FEES/P
ES;XSON;6508001013;CSR Publicidad por F;CSR Publicidad por Fees/Nicaragua;CSR PUBLICIDAD POR FEES/N
ES;XSON;6508001014;CSR Publicidad por F;CSR Publicidad por Fees/Guatemala;CSR PUBLICIDAD POR FEES/G
ES;XSON;6508001015;CSR Publicidad por F;CSR Publicidad por Fees/El Salvador;CSR PUBLICIDAD POR FEES/E
ES;XSON;6508001016;CSR Publicidad por F;CSR Publicidad por Fees/Costa Rica;CSR PUBLICIDAD POR FEES/C
ES;XSON;6508001017;CSR Publicidad por F;CSR Publicidad por Fees/Honduras;CSR PUBLICIDAD POR FEES/H
ES;XSON;6508001018;CSR Publicidad por F;CSR Publicidad por Fees/E.E.U.U.;CSR PUBLICIDAD POR FEES/E
ES;XSON;6508001019;CSR Publicidad por F;CSR Publicidad por Fees/Espa§a;CSR PUBLICIDAD POR FEES/E
ES;XSON;6508001020;CSR Publicidad por F;CSR Publicidad por Fees/Francia;CSR PUBLICIDAD POR FEES/F
ES;XSON;6508001021;CSR Publicidad por F;CSR Publicidad por Fees/Inglaterra;CSR PUBLICIDAD POR FEES/I
ES;XSON;6508001022;CSR Publicidad por F;CSR Publicidad por Fees/Japon;CSR PUBLICIDAD POR FEES/J
ES;XSON;6508001023;CSR Publicidad por F;CSR Publicidad por Fees/Australia;CSR PUBLICIDAD POR FEES/A
ES;XSON;6508001024;CSR Publicidad por F;CSR Publicidad por Fees/Puerto Rico;CSR PUBLICIDAD POR FEES/P
ES;XSON;6508001025;CSR Publicidad por F;CSR Publicidad por Fees/Caribe;CSR PUBLICIDAD POR FEES/C
ES;XSON;6508001026;CSR Publicidad por F;CSR Publicidad por Fees/Rep.Dominicana;CSR PUBLICIDAD POR FEES/R
ES;XSON;6508001027;CSR Publicidad por F;CSR Publicidad por Fees/British Virgin;CSR PUBLICIDAD POR FEES/B
ES;XSON;6508001030;CSR Publicidad por F;CSR Publicidad por Fees/Portugal;CSR PUBLICIDAD POR FEES/P
ES;XSON;6508001031;CSR Publicidad por F;CSR Publicidad por Fees/Aruba;CSR PUBLICIDAD POR FEES/A
ES;XSON;6508001032;CSR Publicidad por F;CSR Publicidad por Fees/Belgica;CSR PUBLICIDAD POR FEES/B
ES;XSON;6508001033;CSR Publicidad por F;CSR Publicidad por Fees/Curacao;CSR PUBLICIDAD POR FEES/C
ES;XSON;6508001035;CSR Publicidad por F;CSR Publicidad por Fees/Ant.Holandesas;CSR PUBLICIDAD POR FEES/A
ES;XSON;6508001036;CSR Publicidad por F;CSR Publicidad por Fees/Jamaica;CSR PUBLICIDAD POR FEES/J
ES;XSON;6508001037;CSR Publicidad por F;CSR Publicidad por Fees/Bahamas;CSR PUBLICIDAD POR FEES/B
ES;XSON;6508001038;CSR Publicidad por F;CSR Publicidad por Fees/Italia;CSR PUBLICIDAD POR FEES/I
ES;XSON;6508001041;CSR Publicidad por F;CSR Publicidad por Fees/Korea;CSR PUBLICIDAD POR FEES/K
ES;XSON;6508001042;CSR Publicidad por F;CSR Publicidad por Fees/Israel;CSR PUBLICIDAD POR FEES/I
ES;XSON;6508001043;CSR Publicidad por F;CSR Publicidad por Fees/Rusia;CSR PUBLICIDAD POR FEES/R
ES;XSON;6508001044;CSR Publicidad por F;CSR Publicidad por Fees/Rep.Checa;CSR PUBLICIDAD POR FEES/R
ES;XSON;6508001045;CSR Publicidad por F;CSR Publicidad por Fees/US Virgin Island;CSR PUBLICIDAD POR FEES/U
ES;XSON;6508001046;CSR Publicidad por F;CSR Publicidad por Fees/Eslovenia;CSR PUBLICIDAD POR FEES/E
ES;XSON;6508001047;CSR Publicidad por F;CSR Publicidad por Fees/Hungria;CSR PUBLICIDAD POR FEES/H
ES;XSON;6508001048;CSR Publicidad por F;CSR Publicidad por Fees/Rumania;CSR PUBLICIDAD POR FEES/R
ES;XSON;6508001049;CSR Publicidad por F;CSR Publicidad por Fees/Tailandia;CSR PUBLICIDAD POR FEES/T
ES;XSON;6508001050;CSR Publicidad por F;CSR Publicidad por Fees/Chipre;CSR PUBLICIDAD POR FEES/C
ES;XSON;6508001051;CSR Publicidad por F;CSR Publicidad por Fees/Bulgaria;CSR PUBLICIDAD POR FEES/B
ES;XSON;6508001052;CSR Publicidad por F;CSR Publicidad por Fees/Trinidad;CSR PUBLICIDAD POR FEES/T
ES;XSON;6508001053;CSR Publicidad por F;CSR Publicidad por Fees/Grecia;CSR PUBLICIDAD POR FEES/G
ES;XSON;6508001099;CSR Publicidad por F;CSR Publicidad por Fees/Other;CSR PUBLICIDAD POR FEES/O
ES;XSON;6508095000;AxI-Costo se§ales re;AxI-Costo se§ales representadas publicidad;AXI-COSTO SE•ALES REPRESE
ES;XSON;6509000100;Impto.a las Vtas.Pub;Impto.a las Vtas.Publicidad Cable;IMPTO.A LAS VTAS.PUBLICID
ES;XSON;6509095000;AxI-Impto.a las vtas;AxI-Impto.a las vtas.publicidad en cable;AXI-IMPTO.A LAS VTAS.PUBL
ES;XSON;6509100100;Impto.a las Vtas.Pub;Impto.a las Vtas.Publicidad Internet;IMPTO.A LAS VTAS.PUBLICID
ES;XSON;6509195000;AxI-Impto.a las vtas;AxI-Impto.a las vtas.publicidad en internet;AXI-IMPTO.A LAS VTAS.PUBL
ES;XSON;6509200100;Impuesto a las Vtas.;Impuesto a las Vtas.Publicidad Mobile;IMPUESTO A LAS VTAS.PUBLI
ES;XSON;6509295000;Axi-Impuesto ventas;Axi-Impuesto ventas publicidad mobile;AXI-IMPUESTO VENTAS PUBLI
ES;XSON;6711000001;Serv.de Conexi¢n a i;Serv.de Conexi¢n a internet/Argentina;SERV.DE CONEXI‡N A INTERN
ES;XSON;6711000002;Serv.de Conexi¢n a i;Serv.de Conexi¢n a internet/Chile;SERV.DE CONEXI‡N A INTERN
ES;XSON;6711000003;Serv.de Conexi¢n a i;Serv.de Conexi¢n a internet/Uruguay;SERV.DE CONEXI‡N A INTERN
ES;XSON;6711000004;Serv.de Conexi¢n a i;Serv.de Conexi¢n a internet/Paraguay;SERV.DE CONEXI‡N A INTERN
ES;XSON;6711000005;Serv.de Conexi¢n a i;Serv.de Conexi¢n a internet/Bolivia;SERV.DE CONEXI‡N A INTERN
ES;XSON;6711000006;Serv.de Conexi¢n a i;Serv.de Conexi¢n a internet/Brasil;SERV.DE CONEXI‡N A INTERN
ES;XSON;6711000007;Serv.de Conexi¢n a i;Serv.de Conexi¢n a internet/Mexico;SERV.DE CONEXI‡N A INTERN
ES;XSON;6711000008;Serv.de Conexi¢n a i;Serv.de Conexi¢n a internet/Ecuador;SERV.DE CONEXI‡N A INTERN
ES;XSON;6711000009;Serv.de Conexi¢n a i;Serv.de Conexi¢n a internet/Peru;SERV.DE CONEXI‡N A INTERN
ES;XSON;6711000010;Serv.de Conexi¢n a i;Serv.de Conexi¢n a internet/Colombia;SERV.DE CONEXI‡N A INTERN
ES;XSON;6711000011;Serv.de Conexi¢n a i;Serv.de Conexi¢n a internet/Venezuela;SERV.DE CONEXI‡N A INTERN
ES;XSON;6711000012;Serv.de Conexi¢n a i;Serv.de Conexi¢n a internet/Panama;SERV.DE CONEXI‡N A INTERN
ES;XSON;6711000013;Serv.de Conexi¢n a i;Serv.de Conexi¢n a internet/Nicaragua;SERV.DE CONEXI‡N A INTERN
ES;XSON;6711000014;Serv.de Conexi¢n a i;Serv.de Conexi¢n a internet/Guatemala;SERV.DE CONEXI‡N A INTERN
ES;XSON;6711000015;Serv.de Conexi¢n a i;Serv.de Conexi¢n a internet/El Salvador;SERV.DE CONEXI‡N A INTERN
ES;XSON;6711000016;Serv.de Conexi¢n a i;Serv.de Conexi¢n a internet/Costa Rica;SERV.DE CONEXI‡N A INTERN
ES;XSON;6711000017;Serv.de Conexi¢n a i;Serv.de Conexi¢n a internet/Honduras;SERV.DE CONEXI‡N A INTERN
ES;XSON;6711000018;Serv.de Conexi¢n a i;Serv.de Conexi¢n a internet/E.E.U.U.;SERV.DE CONEXI‡N A INTERN
ES;XSON;6711000019;Serv.de Conexi¢n a i;Serv.de Conexi¢n a internet/Espa§a;SERV.DE CONEXI‡N A INTERN
ES;XSON;6711000020;Serv.de Conexi¢n a i;Serv.de Conexi¢n a internet/Francia;SERV.DE CONEXI‡N A INTERN
ES;XSON;6711000021;Serv.de Conexi¢n a i;Serv.de Conexi¢n a internet/Inglaterra;SERV.DE CONEXI‡N A INTERN
ES;XSON;6711000022;Serv.de Conexi¢n a i;Serv.de Conexi¢n a internet/Japon;SERV.DE CONEXI‡N A INTERN
ES;XSON;6711000023;Serv.de Conexi¢n a i;Serv.de Conexi¢n a internet/Australia;SERV.DE CONEXI‡N A INTERN
ES;XSON;6711000024;Serv.de Conexi¢n a i;Serv.de Conexi¢n a internet/Puerto Rico;SERV.DE CONEXI‡N A INTERN
ES;XSON;6711000025;Serv.de Conexi¢n a i;Serv.de Conexi¢n a internet/Caribe;SERV.DE CONEXI‡N A INTERN
ES;XSON;6711000026;Serv.de Conexi¢n a i;Serv.de Conexi¢n a internet/Rep.Dominicana;SERV.DE CONEXI‡N A INTERN
ES;XSON;6711000027;Serv.de Conexi¢n a i;Serv.de Conexi¢n a internet/British Virgin;SERV.DE CONEXI‡N A INTERN
ES;XSON;6711000030;Serv.de Conexi¢n a i;Serv.de Conexi¢n a internet/Portugal;SERV.DE CONEXI‡N A INTERN
ES;XSON;6711000031;Serv.de Conexi¢n a i;Serv.de Conexi¢n a internet/Aruba;SERV.DE CONEXI‡N A INTERN
ES;XSON;6711000032;Serv.de Conexi¢n a i;Serv.de Conexi¢n a internet/Belgica;SERV.DE CONEXI‡N A INTERN
ES;XSON;6711000033;Serv.de Conexi¢n a i;Serv.de Conexi¢n a internet/Curacao;SERV.DE CONEXI‡N A INTERN
ES;XSON;6711000035;Serv.de Conexi¢n a i;Serv.de Conexi¢n a internet/Ant.Holandesas;SERV.DE CONEXI‡N A INTERN
ES;XSON;6711000036;Serv.de Conexi¢n a i;Serv.de Conexi¢n a internet/Jamaica;SERV.DE CONEXI‡N A INTERN
